"excel_row","Study_ID","Author_Year","Location_ID","Measured","Order","Family","Common_name","Trophic_Level","Sampling_date","variation","m_g","se_g","n_g","m_c","se_c","n_c","Stratum","Herbivore_origin","Max_size_class","Single_size_class","Response_group","Design","Years_since_exclusion","zero_adjusted","sd_g","sd_c","yi","vi","es_id"
448,"#1028","Risch et al., 2015","LOC17","Abundance",NA,NA,"Mites",NA,"June - August 2011","SE",97.4,16.65,18,104.19,15.5,18,"Below-ground","Native",NA,NA,"Abundance","Exclosure",2,FALSE,70.6399674405361,65.7609306503489,0.0673899447756028,0.0513535660549228,435
449,"#1028","Risch et al., 2015","LOC17","Abundance",NA,NA,"Mites",NA,"June - August 2011","SE",99,13.67,18,104.19,15.5,18,"Below-ground","Native","Medium","Medium","Abundance","Exclosure",2,FALSE,57.9968981929206,65.7609306503489,0.0510963052895025,0.0411978335270405,436
450,"#1028","Risch et al., 2015","LOC17","Abundance",NA,NA,"Mites",NA,"June - August 2011","SE",107.22,15.03,18,104.19,15.5,18,"Below-ground","Native","Medium",NA,"Abundance","Exclosure",2,FALSE,63.7668895274028,65.7609306503489,-0.0286666429752993,0.0417816959325117,437
451,"#2091","Duguay et al., 2011","LOC_MIDDLEPATUXENT","Abundance",NA,NA,NA,NA,"2003","SE",116.7,19.54,10,153.1,22.19,10,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",5,FALSE,61.7909054796901,70.1709412791363,0.271484763371128,0.0490424510243093,438
452,"#2091","Duguay et al., 2011","LOC_MIDDLEPATUXENT","Abundance",NA,NA,NA,NA,"2003","SE",466.7,46.75,10,519.4,52.1,10,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",5,FALSE,147.836480612872,164.754666094773,0.106987646272878,0.0200960170919332,439
453,"#2091","Duguay et al., 2011","LOC_MIDDLEPATUXENT","Abundance",NA,NA,NA,NA,"2007","SE",158.4,19.54,10,174,22.19,10,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",9,FALSE,61.7909054796901,70.1709412791363,0.0939318198342035,0.0314809191169736,440
454,"#2091","Duguay et al., 2011","LOC_MIDDLEPATUXENT","Abundance",NA,NA,NA,NA,"2007","SE",99.2,46.75,10,124.6,52.1,10,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",9,FALSE,147.836480612872,164.754666094773,0.227970592062526,0.396934986867372,441
455,"#2091","Duguay et al., 2011","LOC_MIDDLEPATUXENT","Abundance",NA,NA,NA,NA,"1999","SE",218,19.54,10,247.3,22.19,10,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",1,FALSE,61.7909054796901,70.1709412791363,0.126107111738282,0.0160853863436797,442
456,"#2091","Duguay et al., 2011","LOC_MIDDLEPATUXENT","Abundance",NA,NA,NA,NA,"1999","SE",121.2,46.75,10,111.6,52.1,10,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",1,FALSE,147.836480612872,164.754666094773,-0.0825210236880036,0.366729677021782,443
457,"#2394","Dennis et al., 2008","LOC21","Abundance","Spider",NA,NA,"Predators","2002","SE",30.72,4.78,6,27.19,4.53,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",0,FALSE,11.7085609705036,11.0961885348078,-0.122064649635092,0.0519683850210298,444
458,"#2394","Dennis et al., 2008","LOC21","Abundance","Spider",NA,NA,"Predators","2003","SE",27.95,4.91,6,32.73,3.65,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",1,FALSE,12.0269946370654,8.9406375611586,0.157874888911981,0.0432966167038058,445
459,"#2394","Dennis et al., 2008","LOC21","Abundance","Spider",NA,NA,"Predators","2004","SE",23.92,1.38,6,58.67,6.04,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,3.38029584504079,14.7949180464104,0.897213593855337,0.0139268363948978,446
460,"#2394","Dennis et al., 2008","LOC21","Abundance","Spider",NA,NA,NA,"2005","SE",15.11,2.14,6,32.99,3.4,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,5.241908049556,8.3282651254628,0.780847708955842,0.0306801873793848,447
461,"#2394","Dennis et al., 2008","LOC21","Abundance","Hemiptera",NA,NA,NA,"2002","SE",20.04,2.26,6,16.16,1.62,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",0,FALSE,5.53584681868998,3.96817338330875,-0.215191223123715,0.0227676430394092,448
462,"#2394","Dennis et al., 2008","LOC21","Abundance","Hemiptera",NA,NA,NA,"2003","SE",39.75,3.55,6,50.74,5.49,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",1,FALSE,8.69568858688028,13.4476986878796,0.244104713070795,0.019682900308392,449
463,"#2394","Dennis et al., 2008","LOC21","Abundance","Hemiptera",NA,NA,NA,"2004","SE",72.71,11.96,6,151.56,20.36,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,29.2958973236868,49.8716111630655,0.734502659488435,0.045102877313955,450
464,"#2394","Dennis et al., 2008","LOC21","Abundance","Hemiptera",NA,NA,NA,"2005","SE",50.74,10.99,6,96.62,23.27,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,26.9198922731871,56.9996263145646,0.644071204955125,0.104917236364801,451
465,"#2394","Dennis et al., 2008","LOC21","Abundance","Coleoptera",NA,NA,NA,"2002","SE",8.23,1.29,6,7.95,0.56,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",0,FALSE,3.1598417681903,1.37171425595858,-0.034614086022738,0.029530391734149,452
466,"#2394","Dennis et al., 2008","LOC21","Abundance","Coleoptera",NA,NA,NA,"2003","SE",8.47,1.25,6,9.46,1.23,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",1,FALSE,3.06186217847897,3.01287238362331,0.110541874399824,0.038685263071802,453
467,"#2394","Dennis et al., 2008","LOC21","Abundance","Coleoptera",NA,NA,NA,"2004","SE",5.92,0.95,6,10.94,0.71,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,2.32701525564402,1.73913771737606,0.614089348097921,0.0299635138667855,454
468,"#2394","Dennis et al., 2008","LOC21","Abundance","Coleoptera",NA,NA,NA,"2005","SE",4.74,2.07,6,6.83,1.38,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,5.07044376756118,3.38029584504079,0.365287537875714,0.231538742817733,455
469,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,NA,NA,"2002","SE",8.86,0.75,6,8.53,1.41,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",0,FALSE,1.83711730708738,3.45378053732428,-0.0379574031134018,0.0344893827935344,456
470,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,NA,NA,"2003","SE",6.5,0.98,6,6.35,1.05,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",1,FALSE,2.40049994792751,2.57196422992234,-0.0233473639969912,0.0500734156308549,457
471,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,NA,NA,"2004","SE",11.29,1,6,8.96,1.35,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,2.44948974278318,3.30681115275729,-0.231147151174731,0.0305466875369788,458
472,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,NA,NA,"2005","SE",1.25,0.35,6,1.56,0.48,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,0.857321409974112,1.17575507653593,0.221542269947236,0.173074556213018,459
473,"#2394","Dennis et al., 2008","LOC21","Abundance","Lepidoptera",NA,NA,"Herbivore","2003","SE",0.365,0.156,6,0.599,0.234,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",1,FALSE,0.382120399874176,0.573180599811264,0.495364244532958,0.335276688412244,460
474,"#2394","Dennis et al., 2008","LOC21","Abundance","Lepidoptera",NA,NA,"Herbivore","2004","SE",2.344,1.146,6,2.839,1.276,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,2.80711524522952,3.12554891179134,0.191593005776068,0.441039813503829,461
475,"#2394","Dennis et al., 2008","LOC21","Abundance","Lepidoptera",NA,NA,"Herbivore","2005","SE",0.495,0.182,6,4.87,4.271,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,0.445807133186538,10.461770691427,2.28629145350795,0.904318807136163,462
476,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,"Cranefly",NA,"2003","SE",1.128,0.188,6,1.504,0.188,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",1,FALSE,0.460504071643237,0.460504071643237,0.287682072451781,0.0434027777777778,463
477,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,"Cranefly",NA,"2004","SE",3.008,1.081,6,8.789,4.277,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",2,FALSE,2.64789841194862,10.4764676298837,1.07222553349491,0.365960136399829,464
478,"#2394","Dennis et al., 2008","LOC21","Abundance","Diptera",NA,"Cranefly",NA,"2005","SE",0.376,0.047,6,0.282,0.141,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",3,FALSE,0.115126017910809,0.345378053732428,-0.287682072451781,0.265625,465
479,"#1278","Sun et al., 2023","LOC_GONGGAMOUNTAIN","Shannon-Weaver diversity index","Nematoda",NA,"Nematodes",NA,"44044","SE",3.28,0.02,3,3.09,0.02,3,"Below-ground","Domestic","Large",NA,"Diversity","Exclosure",5,FALSE,0.0346410161513775,0.0346410161513775,-0.0596723314863982,7.90734013683348e-05,466
480,"#1278","Sun et al., 2023","LOC_GONGGAMOUNTAIN","Shannon-Weaver diversity index","Nematoda",NA,"Nematodes",NA,"44044","SE",3.15,0.01,3,3.03,0.03,3,"Below-ground","Domestic","Large",NA,"Diversity","Exclosure",5,FALSE,0.0173205080756888,0.0519615242270663,-0.038839833316264,0.000108107710256893,467
481,"#1278","Sun et al., 2023","LOC_GONGGAMOUNTAIN","Shannon-Weaver diversity index","Nematoda",NA,"Nematodes",NA,"44044","SE",3.12,0.02,3,2.94,0.04,3,"Below-ground","Domestic","Large",NA,"Diversity","Exclosure",5,FALSE,0.0346410161513775,0.0692820323027551,-0.0594234204708008,0.000226199444073407,468
482,"#1278","Sun et al., 2023","LOC_GONGGAMOUNTAIN","Shannon-Weaver diversity index","Nematoda",NA,"Nematodes",NA,"44044","SE",3.17,0.03,3,2.99,0.03,3,"Below-ground","Domestic","Large",NA,"Diversity","Exclosure",5,FALSE,0.0519615242270663,0.0519615242270663,-0.0584582004865941,0.000190232056493286,469
483,"#1693","Miyashita et al., 2004","LOC41","Abundance","Araneae",NA,"Web build spider","Predators","36770","SE",45.61,8.42,5,108.07,34.39,7,"Above-ground","Native","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,18.8276923705482,90.9873875875113,0.862652174591465,0.135344109317097,470
484,"#1693","Miyashita et al., 2004","LOC41","Richness","Araneae",NA,"Web build spider","Predators","36770","SE",7.42,0.99,5,12.43,0.68,7,"Above-ground","Native","Medium","Medium","Richness","Natural grazed vs ungrazed",NA,FALSE,2.21370729772479,1.79911089152392,0.515933848343331,0.0207945304616331,471
485,"#1693","Miyashita et al., 2004","LOC41","Abundance",NA,NA,"All insects",NA,"36770","SE",35.7,6.5,5,25.7,3.7,7,"Above-ground","Native","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,14.5344418537486,9.78927985093899,-0.328659696884419,0.0538775510964368,472
486,"#2189","Russell et al., 2003","LOC_BADLANDSNP","Diversity","Orthoptera",NA,"Grasshopper","Herbivore","1997","SE",10.86,1.48,3,3.85,0.59,3,"Above-ground","Native","Small","Small","Diversity","Natural grazed vs ungrazed",NA,FALSE,2.56343519520194,1.02190997646564,-1.0370131662061,0.042056785702592,473
487,"#2189","Russell et al., 2003","LOC_BADLANDSNP","Diversity","Orthoptera",NA,"Grasshopper","Herbivore","1997","SE",0.77,0.69,3,3.61,0.72,3,"Above-ground","Native","Small","Small","Diversity","Natural grazed vs ungrazed",NA,FALSE,1.19511505722253,1.24707658144959,1.5450725364792,0.842780892898798,474
488,"#1609","Carpio et al., 2014","LOC_SPAIN","Diversity",NA,NA,NA,NA,"March and April 2011","SE",1.56,0.36,5,1.66,0.31,5,"Ground & litter-dwelling","Native","Medium","Medium","Diversity","Exclosure",4,FALSE,0.804984471899924,0.693181073024935,0.0621317811070062,0.0881288753788949,475
489,"#1609","Carpio et al., 2014","LOC_SPAIN","Richness",NA,NA,NA,NA,"March and April 2012","SE",7.11,0.45,5,8.32,2.15,5,"Ground & litter-dwelling","Native","Medium","Medium","Richness","Exclosure",4,FALSE,1.00623058987491,4.80754615162455,0.157160011017968,0.0707832854106511,476
492,"#3539","Goheen et al., 2004","LOC26","Abundance","Coleoptera",NA,"Beetles",NA,"2002","SE",63.05,47.48,3,37.25,11.15,3,"Ground & litter-dwelling","Native","Mega",NA,"Abundance","Exclosure",7,FALSE,82.2377723433703,19.312366504393,-0.52627611758536,0.656686786135929,477
493,"#3539","Goheen et al., 2004","LOC26","Abundance","Orthoptera",NA,"Hoppers","Herbivore","2002","SE",34.5,7.33,3,33.44,1.37,3,"Ground & litter-dwelling","Native","Mega",NA,"Abundance","Exclosure",7,FALSE,12.6959324194799,2.37290960636936,-0.0312065358208133,0.0468193034900301,478
494,"#3539","Goheen et al., 2004","LOC26","Abundance","Hemiptera",NA,"Grasshopper","Herbivore","2002","SE",30.53,14.96,3,77.86,23.66,3,"Ground & litter-dwelling","Native","Mega",NA,"Abundance","Exclosure",7,FALSE,25.9114800812304,40.9803221070796,0.936202535435523,0.332451928768408,479
495,"#1111","Evans et al., 2015","LOC21","Abundance",NA,NA,NA,NA,"2003-2011, excluding 2006, 2009, 2010","SE",6267,680,6,10049,741,6,"Above-ground","Domestic","Medium","Medium","Abundance","Exclosure",9,FALSE,1665.65302509256,1815.07189940233,0.472175355824283,0.0172106991079528,480
496,"#2027","Abenspergtraun, 1992","LOC32","Abundance","Isoptera (Rhinotermitidae, Termitidae)","Rhinotermitidae; Termitidae","Subterranean termites","Detritivores","August-October 1991","SE",1.79,0.347,5,2.05,0.4,5,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,0.775915588192427,0.894427190999916,0.135624173297653,0.0756522394037785,481
497,"#2027","Abenspergtraun, 1992","LOC32","Richness","Isoptera (Rhinotermitidae, Termitidae)","Rhinotermitidae; Termitidae","Subterranean termites","Detritivores","August-October 1992","SE",16.6,1.21,5,16.4,1.83,5,"Ground & litter-dwelling","Domestic","Medium","Medium","Richness","Natural grazed vs ungrazed",NA,FALSE,2.70564225277475,4.09200439882462,-0.012121360532345,0.0177644743052685,482
498,"#1503","Bardgett et al.,1997","LOC_LLYNLLYDAW_SNOWDONIA","Abundance","Nematoda",NA,NA,NA,"34716","SE",234.88,21.35,4,170.82,94.31,4,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",38,FALSE,42.7,188.62,-0.31846437490815,0.31307855881751,483
499,"#1503","Bardgett et al.,1997","LOC_LLYNLLYDAW_SNOWDONIA","Abundance","Nematoda",NA,NA,NA,"34716","SE",99.64,19.57,4,117.44,74.73,4,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",38,FALSE,39.14,149.46,0.164363874472226,0.443485154285237,484
500,"#1503","Bardgett et al.,1997","LOC_LLYNLLYDAW_SNOWDONIA","Abundance","Nematoda",NA,NA,NA,"34716","SE",326.24,138.3,4,159.57,44.33,4,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",38,FALSE,276.6,88.66,-0.715150609403809,0.256886950625648,485
501,"#1503","Bardgett et al.,1997","LOC_LLYNLLYDAW_SNOWDONIA","Abundance","Nematoda",NA,NA,NA,"34716","SE",62.06,53.19,4,97.52,10.64,4,"Below-ground","Domestic","Medium","Medium","Abundance","Exclosure",38,FALSE,106.38,21.28,0.451955826152782,0.746479578801157,486
502,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Coleoptera","Curculionidae","Stem borers","Herbivores","1997","SE",0.74,0.15,3,0.94,0.38,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",0,FALSE,0.259807621135332,0.658179306876173,0.239229689065834,0.204510748743188,487
503,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Coleoptera","Curculionidae","Stem borers","Herbivores","1998","SE",0.79,0.09,3,0.47,0.18,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",1,FALSE,0.155884572681199,0.311769145362398,-0.519300250756963,0.159651391892963,488
504,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Coleoptera","Curculionidae","Stem borers","Herbivores","1999","SE",0.94,0.24,3,2.82,0.56,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",2,FALSE,0.41569219381653,0.969948452238571,1.09861228866811,0.104622503898194,489
505,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Coleoptera","Curculionidae","Stem borers","Herbivores","2000","SE",1.59,0.18,3,5.18,0.76,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",3,FALSE,0.311769145362398,1.31635861375235,1.18107104003925,0.0343421633126127,490
506,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Coleoptera","Curculionidae","Stem borers","Herbivores","2002","SE",1.18,0.24,3,5.41,0.53,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",5,FALSE,0.41569219381653,0.917986928011505,1.52273465438082,0.0509649030043417,491
507,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Coleoptera","Curculionidae","Stem borers","Herbivores","2003","SE",1.76,0.24,3,3.82,0.32,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",6,FALSE,0.41569219381653,0.554256258422041,0.774936613568423,0.0256123928203541,492
508,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Hemiptera","Coreidae, Pentatomidae","Seed predators","Herbivores","1998","SE",4.88,1.83,3,6.4,2.14,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",1,FALSE,3.16965297785105,3.7065887281974,0.27115277050057,0.252431640625,493
509,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Hemiptera","Coreidae, Pentatomidae","Seed predators","Herbivores","1999","SE",0.6,2.44,3,1.21,1.68,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",2,FALSE,4.22620397046806,2.90984535671571,0.70144598337464,18.4655149542001,494
510,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Hemiptera","Coreidae, Pentatomidae","Seed predators","Herbivores","2000","SE",10.06,1.83,3,19.07,2.75,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",3,FALSE,3.16965297785105,4.76313972081441,0.639549254940734,0.0538859631862594,495
511,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Hemiptera","Coreidae, Pentatomidae","Seed predators","Herbivores","2001","SE",9.91,2.29,3,12.35,1.98,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,3.96639634933273,3.42946059898638,0.22011171473209,0.0791015844473114,496
512,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Hemiptera","Coreidae, Pentatomidae","Seed predators","Herbivores","2002","SE",44.25,7.63,3,77.98,7.63,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",5,FALSE,13.2155476617505,13.2155476617505,0.566597012100513,0.0393056523010368,497
513,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Hemiptera","Coreidae, Pentatomidae","Seed predators","Herbivores","2003","SE",12.35,1.83,3,36.01,3.51,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",6,FALSE,3.16965297785105,6.07949833456676,1.0701406145868,0.0314577314276684,498
514,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Diptera","Cecidomyiidae","Sap suckers","Herbivores","1999","SE",23.19,5.04,3,47.39,10.42,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",2,FALSE,8.72953607014714,18.0479694148677,0.714690084712057,0.0955806914847765,499
515,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Diptera","Cecidomyiidae","Sap suckers","Herbivores","2000","SE",19.5,5.04,3,49.41,6.72,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",3,FALSE,8.72953607014714,11.6393814268629,0.929738367287957,0.0852996880775413,500
516,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Diptera","Cecidomyiidae","Sap suckers","Herbivores","2002","SE",128.74,20.84,3,176.13,18.49,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",5,FALSE,36.0959388297354,32.0256194319485,0.313427492119734,0.0372246985441814,501
517,"#2386","Gomez and Gonzalez-Megias, 2007","LOC_SESPAIN_MONTANE","Abundance","Diptera","Cecidomyiidae","Sap suckers","Herbivores","2003","SE",45.04,4.37,3,121.34,10.08,3,"Above-ground","Native","Medium","Medium","Abundance","Exclosure",6,FALSE,7.56906202907599,17.4590721402943,0.991045538682717,0.016314841548266,502
518,"#1045","Lagendijk et al.,  2016","LOC28","Abundance","Isoptera","Termitidae and Rhinotermitidae","Termites","Detritivores","41671","SE",6.0502512562814,0.42211055276382,8,6.45226130653266,0.54271356783919,8,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",9,FALSE,1.1939089370788,1.53502577624415,0.0643308583811407,0.0119423496427663,503
519,"#1045","Lagendijk et al.,  2016","LOC28","Density","Isoptera","Termitidae and Rhinotermitidae","Termites","Detritivores","41671","SE",11.7794486215538,0.952380952380999,8,12.3308270676691,1.2531328320802,8,"Ground & litter-dwelling","Native","Mega","Mega","Abundance","Exclosure",9,FALSE,2.69374011880603,3.54439489316565,0.0457460217882051,0.01686474170332,504
520,"#1213","Schmidt et al., 2018","LOC11","Abundance","Araneae",NA,"Ground-dwelling spiders","Predators","42217","SE",50.67,5.61,3,48.33,1.76,3,"Ground & litter-dwelling","Native","Large","Large","Abundance","Exclosure",5,FALSE,9.7168050304614,3.04840942132122,-0.0472815336308258,0.0135842685201349,505
521,"#1213","Schmidt et al., 2018","LOC11","Richness","Araneae",NA,"Ground-dwelling spiders","Predators","42217","SE",4,0.58,3,4.33,0.67,3,"Ground & litter-dwelling","Native","Large","Large","Richness","Exclosure",5,FALSE,1.00458946838995,1.16047404107115,0.0792731808945079,0.0449677379739611,506
522,"#2025_1","Junod et al., 2025","LOC31","Abundance","Nematoda",NA,NA,NA,"44958","SE",6674,1174.7,6,6573.8,1631.2,6,"Below-ground","Mixed","Large",NA,"Abundance","Exclosure",4,FALSE,2877.4156008474,3995.60766842792,-0.015127328427944,0.0925517520112912,507
523,"#2025_1","Junod et al., 2025","LOC31","Abundance","Nematoda",NA,NA,NA,"44958","SE",5312.3,663,6,6573.8,1631.2,6,"Below-ground","Native","Large",NA,"Abundance","Exclosure",4,FALSE,1624.01169946525,3995.60766842792,0.213067165418195,0.0771479562659675,508
524,"#2025_1","Junod et al., 2025","LOC31","Abundance","Collembola",NA,NA,"Detritivores","44958","SE",112.17,45.39,6,47.17,18.43,6,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",4,FALSE,111.182339424928,45.144095959494,-0.866257480360962,0.316402348423302,509
525,"#2025_1","Junod et al., 2025","LOC31","Abundance","Collembola",NA,NA,"Detritivores","44958","SE",76,43.5,6,47.17,18.43,6,"Ground & litter-dwelling","Native","Large",NA,"Abundance","Exclosure",4,FALSE,106.552803811068,45.144095959494,-0.476975242990161,0.480263380809669,510
526,"#2025_3","Manu et al., 2025","LOC12","Abundance","Lumbricidae",NA,NA,"Detritivores","28 Jul-3 Aug 2018","SE",1.75,0.85,4,4.25,1.55,4,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,1.7,3.1,0.887303195000903,0.368928747969776,511
527,"#2025_3","Manu et al., 2025","LOC12","Abundance","Enchytraeidae",NA,NA,"Detritivores","28 Jul-3 Aug 2018","SE",7.75,3.28,4,9.25,4.39,4,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,6.56,8.78,0.176930708159078,0.404360112465026,512
528,"#2025_3","Manu et al., 2025","LOC12","Abundance","Collembola",NA,NA,"Detritivores","28 Jul-3 Aug 2018","SE",190.75,74.21,4,247.5,120.48,4,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,148.42,240.96,0.260446911844179,0.388317089560308,513
529,"#2025_3","Manu et al., 2025","LOC12","Abundance","Coleoptera",NA,NA,NA,"28 Jul-3 Aug 2018","SE",0.875,0.875,4,7.125,4.48,4,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,TRUE,1.75,8.96,2.09714111877924,1.3953541397353,514
530,"#2025_3","Manu et al., 2025","LOC12","Abundance","Oribatida",NA,NA,"Detritivores","28 Jul-3 Aug 2018","SE",65,13.67,4,91.75,28.94,4,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,27.34,57.88,0.344680217039043,0.143720580111948,515
531,"#2025_3","Manu et al., 2025","LOC12","Abundance","Mesostigmata",NA,NA,"Predators","28 Jul-3 Aug 2018","SE",28.75,23.75,4,18,5.05,4,"Ground & litter-dwelling","Domestic","Medium","Medium","Abundance","Natural grazed vs ungrazed",NA,FALSE,47.5,10.1,-0.468266009347195,0.761131079488436,516
532,"#2025_4","Debano et al., 2025","LOC04","Richness","Hymenpotera",NA,"Native bees","Pollinator","42614","SE",7.8076923076923,1.70512820512821,6,8.16666666666667,1,6,"Above-ground","Native","Medium","Medium","Richness","Exclosure",4,FALSE,4.17669404859184,2.44948974278318,0.0449513878622675,0.0626882961359136,517
533,"#2025_4","Debano et al., 2025","LOC04","Abundance","Hymenpotera",NA,"Native bees","Pollinator","42614","SE",0.14,0.03,7,0.12,0.02,3,"Ground & litter-dwelling","Native","Medium","Medium","Abundance","Exclosure",4,FALSE,0.0793725393319377,0.0346410161513775,-0.154150679827258,0.0736961451247165,518
534,"#2025_4","Debano et al., 2025","LOC04","Diversity","Hymenpotera",NA,"Native bees","Pollinator","42614","SE",1.32,0.09,8,1.14,0.15,3,"Ground & litter-dwelling","Native","Medium","Medium","Diversity","Exclosure",4,FALSE,0.254558441227157,0.259807621135332,-0.146603474191875,0.0219617797211602,519
535,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Coleoptera",NA,NA,NA,"Jun-Aug 2024","SE",23,3.72,4,14.33,0.33,3,"Ground & litter-dwelling","Mixed","Large",NA,"Abundance","Exclosure",54,FALSE,7.44,0.571576766497729,-0.473138974089069,0.0266898632524343,520
536,"#2026_1","Matthies et al., 2026","LOC27","Abundance","Coleoptera",NA,NA,NA,"Jun-Aug 2024","SE",25.25,11.24,4,14.33,0.33,3,"Ground & litter-dwelling","Domestic","Large","Large","Abundance","Exclosure",54,FALSE,22.48,0.571576766497729,-0.566470913881288,0.198687517213118,521
